epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,845.769,0.63558,0.51616,0.96458,0.93998,1,0.98036,0.8792,0.49311,0.43565,0.92584,0.000396246,0.000396246,0.000396246
79,856.912,0.56801,0.47649,0.91202,0.93998,1,0.98036,0.8792,0.49311,0.43565,0.92584,0.000379743,0.000379743,0.000379743
80,867.621,0.66253,0.51066,1.00417,0.941,1,0.984,0.87712,0.51662,0.40387,0.93578,0.000363239,0.000363239,0.000363239
81,878.281,0.5861,0.43797,0.96205,0.941,1,0.984,0.87712,0.51662,0.40387,0.93578,0.000346736,0.000346736,0.000346736
82,889.125,0.54594,0.46508,0.97583,0.94085,1,0.98979,0.88305,0.5045,0.38845,0.93106,0.000330233,0.000330233,0.000330233
83,899.826,0.60709,0.43136,0.96523,0.94085,1,0.98979,0.88305,0.5045,0.38845,0.93106,0.000313729,0.000313729,0.000313729
84,910.536,0.57131,0.47638,0.99279,0.94086,1,0.98971,0.90534,0.46386,0.37575,0.90926,0.000297226,0.000297226,0.000297226
85,921.192,0.62553,0.47679,0.96702,0.94086,1,0.98971,0.90534,0.46386,0.37575,0.90926,0.000280723,0.000280723,0.000280723
86,931.874,0.54416,0.47077,0.95731,0.944,1,0.98765,0.89849,0.45058,0.36624,0.89752,0.00026422,0.00026422,0.00026422
87,942.552,0.53979,0.44002,1.02194,0.944,1,0.98765,0.89849,0.45058,0.36624,0.89752,0.000247716,0.000247716,0.000247716
88,953.262,0.55906,0.49741,0.97064,0.94489,1,0.98765,0.8972,0.4663,0.3593,0.90604,0.000231213,0.000231213,0.000231213
89,963.891,0.60439,0.45381,1.03499,0.94489,1,0.98765,0.8972,0.4663,0.3593,0.90604,0.00021471,0.00021471,0.00021471
90,974.811,0.62613,0.45493,0.96129,0.94519,1,0.98765,0.88517,0.48004,0.35428,0.91905,0.000198206,0.000198206,0.000198206
91,985.448,0.42841,0.38448,0.84974,0.94519,1,0.98765,0.88517,0.48004,0.35428,0.91905,0.000181703,0.000181703,0.000181703
92,995.989,0.49378,0.43042,0.8471,0.94929,1,0.98971,0.89082,0.4634,0.34882,0.91361,0.0001652,0.0001652,0.0001652
93,1006.55,0.4161,0.39035,0.92465,0.94929,1,0.98971,0.89082,0.4634,0.34882,0.91361,0.000148696,0.000148696,0.000148696
94,1017.07,0.4642,0.38805,0.93321,0.95086,1,0.99147,0.89904,0.43998,0.34666,0.89884,0.000132193,0.000132193,0.000132193
95,1027.62,0.44525,0.42699,0.94237,0.95086,1,0.99147,0.89904,0.43998,0.34666,0.89884,0.00011569,0.00011569,0.00011569
96,1038.22,0.48209,0.39123,0.85856,0.94963,1,0.99147,0.90838,0.4283,0.34567,0.88967,9.91865e-05,9.91865e-05,9.91865e-05
97,1048.78,0.44215,0.36248,0.94548,0.94963,1,0.99147,0.90838,0.4283,0.34567,0.88967,8.26832e-05,8.26832e-05,8.26832e-05
98,1059.48,0.40615,0.41411,0.86519,0.94938,1,0.99147,0.9093,0.42376,0.33761,0.88349,6.61799e-05,6.61799e-05,6.61799e-05
99,1070.18,0.42105,0.35508,0.76814,0.94938,1,0.99147,0.9093,0.42376,0.33761,0.88349,4.96766e-05,4.96766e-05,4.96766e-05
100,1080.82,0.42601,0.35877,0.89796,0.94985,1,0.99147,0.91992,0.42169,0.33401,0.88035,3.31733e-05,3.31733e-05,3.31733e-05
